source,relation_type,target
bad_karma,has_property,eating_at_soul
bad_sex,has_property,rude
bad_weather,has_property,unavoidable
badminton,has_property,fast_paced
badminton,has_property,similar_to_tennis
bagel_with_cream_cheese,has_property,incomplete_without_lox
bagels,has_property,boiled_and_then_baked
bagging_groceries_exercise_but,has_property,boring
bahia,has_property,one_of_brazilian_states
baked_bread,has_property,very_tasty
baked_chicken,has_property,tasty
bakelite,has_property,substitute_for_porcelain
baking_oven,has_property,hot
balalaika,has_property,triangular
balance,has_property,important_in_many_things
balance_of_power,has_property,changing
balanced_diet,has_property,good_for
balcony_railings_ensure_people,has_property,safe
bald_men,has_property,sexy
bald_men_wear_hats_when,has_property,cold_outside
balefires,has_property,traditional_on_beltane
balefires,has_property,traditional_on_midsummer
balefires,has_property,traditional_on_youle
balefires,has_property,traditional_on_yule
ball,has_property,circular
ball,has_property,formal
ball,has_property,rolling_down_street
ball,has_property,rolling_on_sports_field
ball,has_property,round
ball,has_property,round_and_fun_to_bounce
ball,has_property,spherical
ball_bearings,has_property,round
ball_often,has_property,round
balloon_flower,has_property,perennial
balloons,has_property,colorful
balloons,has_property,filled_with_air_when_inflated
balloons,has_property,red
balloons,has_property,rubber
balls,has_property,round
balls,has_property,very_popular_in_games_of_sport
balls,has_property,visible
baloon,has_property,flying_in_air
baloon,has_property,fun
bamboo,has_property,very_difficult_to_kill
banana,has_property,good_to_eat
banana,has_property,yellow
banana_peels,has_property,red
banana_peels,has_property,yellow
bananas,has_property,nutritious
bananas,has_property,rich_in_potassium
bananas,has_property,yellow
band_aid,has_property,sterile_until_opened
band_aids,has_property,quick_to_apply
bandages,has_property,useful_if_hurt
bands,has_property,better_than_others
bands,has_property,eclectic
bane,has_property,dangerous_or_destructive
bane_which,has_property,evil_or_dangerous
banks,has_property,competitive
banks,has_property,near_parking
banks,has_property,well_lit
banks_where_money,has_property,stored_and_redistributed
barbecue,has_property,mushy_if_overcooked
barbecue_restaurant,has_property,popular_in_south
barbecues,has_property,held_when_weather_sunny
barber_comb,has_property,just_like_other_comb
barber_comb,has_property,long_and_narrow
barbital,has_property,one_of_first_barbiturates
bark,has_property,rough
baroque,has_property,one_form_of_classical_music
barrels,has_property,hollow
barry,has_property,nuts
baseball,has_property,fun_to_play
baseball,has_property,hard
baseball,has_property,more_popular_in_japan_than_ping_pong
baseball,has_property,round
baseball,has_property,very_popular_in_japan
baseball_bats,has_property,available_at_toy_stores
baseball_field,has_property,green
basement,has_property,finished_or_unfinished
basement,has_property,similar_to_cellar
bash_shell,has_property,popular_among_linux_users
basic_tenets_of_global_warming,has_property,solid
basket,has_property,woven_from_fibrous_material
basket_of_laundry,has_property,heavy
basketball,has_property,big_and_orange
basketball,has_property,bounced_up_and_down
basketball,has_property,full_of_air
basketball,has_property,one_form_of_exercise
basketball,has_property,orange_in_color_and_round
basketball,has_property,popular_in_america
basketball,has_property,punctured
basketball,has_property,round
basketball,has_property,very_popular_with_western_children
basketball_court,has_property,full_of_very_tall_people
basketballs,has_property,easy_to_bounce
bass_clarinet,has_property,lower_than_alto_clarinet
bass_drum,has_property,essential_in_complete_drum_kit
bath,has_property,relaxing
bath,has_property,relaxing_when_feel_stressed
bathroom,has_property,dark
bathroom,has_property,painted_white
bathtub_longer_than,has_property,tall
batteries,has_property,alkaline
battery_acid,has_property,toxic
bay,has_property,close_to_sea
bay_of_islands,has_property,north_of_auckland
bay_window,has_property,awesome_and_lovely
bazaar_where_things,has_property,bought_or_sold
bbq,has_property,short_for_barbeque
beach_ball,has_property,round
beach_towel,has_property,absorbent
beach_towel,has_property,very_heavy_when_wet
beaches,has_property,full_of_crumbled_seashells
beaches,has_property,popular
beaches,has_property,sandy
beaches_in_cyprus,has_property,popular_with_tourists
beam_from_flashlight,has_property,visible_when_smokey
beanbag,has_property,soft
beanbags,has_property,comfortable
beanbags,has_property,comfortable_to_sit_on
beanie_babie,has_property,collected_and_traded
beanie_baby,has_property,collectible
beans_and_tortillas,has_property,good_to_eat
beautiful_architecture,has_property,photogenic
beautiful_women,has_property,cruel
beauty,has_property,more_than_skin_deep
beauty_salons,has_property,popular_among_women
beauty_treatments,has_property,fun
because_baskets,has_property,up_high
because_of_consciousness,has_property,limited_to_senses
because_of_one_thing_there,has_property,another
because_web,has_property,hosted_on_internet
bed,has_property,flat
bedrooms,has_property,one_part_of_house
bedrooms,has_property,square
beds,has_property,mostly_for_sleeping_resting_and_napping
beer,has_property,better_than_tea
beer,has_property,harmful
beer,has_property,intoxicating
beer,has_property,liquid
beer,has_property,nice_for_adult_humans
beer,has_property,tasty
beer,has_property,top_or_bottom_fermented
bees,has_property,good_for_crops
bees,has_property,important_to_growing_crops
beestings,has_property,painful
beets,has_property,purple
bega_valley_in_southern_nsw,has_property,famous_for_fine_cheeses
beginning_musician,has_property,annoying
being_afraid,has_property,natural
being_afraid_of_unknown,has_property,natural
being_autonomous,has_property,useful_to_one_who_preaches
a,is_a,or
a,is_a,set_containing_one_element
a,is_a,blood_group
a,is_a,letter
a,is_a,basketball_league
a,is_a,programming_language
a,is_a,musical_artist
a,is_a,ship
a60,is_a,austin_car
a6_series,is_a,maserati
aa,is_a,standard_battery_specification
aa,is_a,n_6_fatty_acid
aa,is_a,pufa
aa,is_a,tangible_thing
aa,is_a,lava
aa,is_a,person
aa,is_a,river
aa,is_a,plant
aa_battery,is_a,small_appliance_battery
aa_l37a1_machine_gun,is_a,air_cooled_machine_gun
aa_l37a1_machine_gun,is_a,anti_aircraft_weapon
aa_l37a1_machine_gun,is_a,belt_fed_automatic_firearm
aa_l37a1_machine_gun,is_a,gas_operated_automatic_firearm
aa_l37a1_machine_gun,is_a,general_purpose_machine_gun
aaa_battery,is_a,small_appliance_battery
aaai_conference,is_a,computer_science_conference
aaai_workshop,is_a,workshop
aaargh,is_a,video_game
aachen,is_a,town
aachen,is_a,administrative_region
aaddzz,is_a,service_event
aaddzz,is_a,service_product
aaib,is_a,tsb
aak,is_a,music_genre
aal,is_a,river
aalborg,is_a,university
aalen,is_a,town
aalii,is_a,tree
aapa,is_a,sibling
aapa,is_a,sister
aaptos_kanuux,is_a,poriferan
aar,is_a,river
aardvark,is_a,animal
aardvark,is_a,mammal
aardvark,is_a,quadruped
aardvark,is_a,vertebrate
aardvark,is_a,placental
aardwolf,is_a,mammal
aardwolf,is_a,shaggy_striped_african_carnivore
aardwolf,is_a,animal
aardwolf,is_a,hyaena
aardwolf,is_a,hyena
aardwolf,is_a,quadruped
aare,is_a,river
aare,is_a,river_in_switzerland
aarhus,is_a,city
aarhus,is_a,river
aaron,is_a,band
aaron,is_a,saint
aaron,is_a,given_name
aaron_burr,is_a,office_holder
aarp,is_a,organisation
aarskog_scott_syndrome,is_a,disease
aat_52_machine_gun,is_a,general_purpose_machine_gun
aavp7a1_armored_personnel_carrier,is_a,amphibious_vehicle
aavp7a1_armored_personnel_carrier,is_a,apc
aavp7a1_armored_personnel_carrier,is_a,tracked_vehicle
ab,is_a,blood_group
ab,is_a,jewish_calendar_month
ab_205_helicopter,is_a,helicopter
ab_206_helicopter,is_a,helicopter
ab_aeterno,is_a,television_episode
ab_machine,is_a,fitness_equipment
aba,is_a,coarse_fabric
aba,is_a,cloth
aba,is_a,enveloping_covering
aba,is_a,outer_garment
aba,is_a,fabric
aba,is_a,overgarment
ababil_cruise_missile,is_a,land_attack_cruise_missile
abaca,is_a,banana
abacavir,is_a,drug
abacavir,is_a,antiretroviral
abacus,is_a,consumer_durable
abacus,is_a,non_agentive_artifact
abacus,is_a,non_powered_device
abacus,is_a,tangible_thing
abacus,is_a,calculator
abacus,is_a,tablet
abafungin,is_a,thiazole
abalone,is_a,mollusk
abalone,is_a,shellfish
abalone,is_a,snail
abalone,is_a,gastropod
abalone,is_a,game
abamectin,is_a,drug
abampere,is_a,current_unit
abandon,is_a,unrestraint
abandoned_airfield,is_a,abandoned_thing
abandoned_airfield,is_a,airfield
abandoned_camp,is_a,campsite
abandoned_canal,is_a,abandoned_thing
abandoned_canal,is_a,canal
abandoned_causeway,is_a,abandoned_thing
abandoned_causeway,is_a,causeway
abandoned_complex,is_a,abandoned_thing
abandoned_complex,is_a,cluster_of_buildings
abandoned_home,is_a,abandoned_thing
abandoned_home,is_a,home
abandoned_mine,is_a,abandoned_thing
abandoned_mine,is_a,mine
abandoned_mission,is_a,abandoned_thing
abandoned_mission,is_a,mission
abandoned_person,is_a,unfortunate
abandoned_police_station,is_a,abandoned_thing
abandoned_police_station,is_a,police_station
abandoned_prison,is_a,abandoned_thing
abandoned_prison,is_a,prison
abandoned_railroad,is_a,abandoned_thing
abandoned_railroad,is_a,railroad
abandoned_ship,is_a,ship
abandoned_thing,is_a,tangible_thing
abandoned_township,is_a,abandoned_thing
abandoned_township,is_a,township
abandoned_well,is_a,abandoned_thing
abandoned_well,is_a,well
abandoning,is_a,change_in_status
abandoning,is_a,loss_of_user_rights
abandoning,is_a,performing
abandoning_situation,is_a,ending_situation
abandoning_situation,is_a,performing
abandoning_vessels_crew,is_a,human_activity
abandoning_vessels_crew,is_a,unnatural_thing
abandonment,is_a,disposal
abandonment,is_a,rejection
abandonware,is_a,computer_program
abandonware,is_a,computer_software
abar,is_a,monarch
abarelix,is_a,drug
abarema_oxyphyllidia,is_a,leguminous_plant
abarticulation,is_a,dislocation
abas,is_a,philosopher
abasement,is_a,humiliation
abashment,is_a,embarrassment
abasia,is_a,inability
abasia,is_a,disability_of_walking
abasia_trepidans,is_a,abasia
abatable_nuisance,is_a,nuisance
abatement,is_a,moderation
abatement_of_nuisance,is_a,abatement
abati,is_a,man_made_obstacle
abator,is_a,person
abattis,is_a,line_of_defense
abattoir,is_a,building
abax,is_a,insect
abay,is_a,station
abaya,is_a,robe
abazins,is_a,ethnic_group
abb,is_a,company
abba,is_a,band
abbacy,is_a,jurisdiction
abbas,is_a,person
abbe,is_a,abbot
abbe_condenser,is_a,condenser
abbess,is_a,superior
abbesses,is_a,station
abbey,is_a,home
abbey,is_a,place_of_worship
abbey,is_a,church
abbey,is_a,convent
abbey,is_a,monastery
abbi,is_a,person
abbot,is_a,superior
abbott_lawrence_lowell,is_a,office_holder
abbreviation,is_a,abbreviation_for_abbreviation_meaning
abbreviation,is_a,acronym
abbreviation,is_a,proper_name_string
abbreviation,is_a,creation_event
abbreviation,is_a,decrease
abbreviation,is_a,shortening
abbreviation,is_a,form
abbreviations,is_a,shortened_versions_of_words
abc,is_a,medicine
abc,is_a,nrti
abc,is_a,newspaper
abc,is_a,software
abc_islands,is_a,island
abc_kids,is_a,digital_channel_especially_for_children
abciximab,is_a,drug
abciximab,is_a,antiplatelet_drug
abcl,is_a,prototype_based_language
abcoulomb,is_a,unit
abcoulomb,is_a,charge_unit
abd_al_aziz_al_muqrin,is_a,martyred
abdi,is_a,given_name
abdicating,is_a,change_in_status
abdication,is_a,resignation
abdicator,is_a,quitter
abdomen,is_a,anatomical_structure
abdomen,is_a,body_part
abdomen,is_a,external_anatomical_part
abdomen,is_a,solid_object
abdominal,is_a,skeletal_muscle
abdominal,is_a,musical_artist
abdominal_actinomycosis,is_a,actinomycosis
abdominal_aorta,is_a,artery
abdominal_aorta,is_a,medical_diagnosis
abdominal_aorta,is_a,systemic_artery
abdominal_aorta,is_a,aorta
abdominal_aorta_aortitis,is_a,aortitis
abdominal_aorta_aortitis,is_a,disease_afflicting_abdominal_aorta
abdominal_aorta_atherosclerosis,is_a,atherosclerosis
abdominal_aorta_atherosclerosis,is_a,disease_afflicting_abdominal_aorta
abdominal_aorta_calcification,is_a,calcification
abdominal_aorta_calcification,is_a,disease_afflicting_abdominal_aorta
abdominal_aorta_coarctation,is_a,aortic_coaractation
abdominal_aorta_coarctation,is_a,disease_afflicting_abdominal_aorta
abdominal_aorta_procedure_surgical,is_a,aortic_procedure
abdominal_aorta_saccular_aneurysm,is_a,abdominal_aortic_aneurysm
abdominal_aorta_saccular_aneurysm,is_a,saccular_aneurysm
abdominal_aortic_aneurysm,is_a,aneurysm
abdominal_aortic_aneurysm,is_a,disease_afflicting_abdominal_aorta
abdominal_aortic_aneurysm,is_a,vascular_disease
abdominal_aortic_aneurysm,is_a,aortic_aneurysm
abdominal_aortic_aneurysm_repair,is_a,aneurysm_repair
abdominal_aortic_aneurysm_repair,is_a,event
abdominal_aortic_pseudoaneurysm,is_a,aortic_pseudoaneurysm
abdominal_aortic_pseudoaneurysm,is_a,disease_afflicting_abdominal_aorta
abdominal_aortic_thrombosis,is_a,disease_afflicting_abdominal_aorta
abdominal_aortic_thrombosis,is_a,thrombosis
abdominal_breathing,is_a,breathing
abdominal_cavity,is_a,anatomical_structure
abdominal_cavity,is_a,body_part
abdominal_cavity,is_a,internal_body_part
abdominal_cavity,is_a,solid_object
abdominal_cavity,is_a,walled_cavity
abdominal_cavity,is_a,cavity
abdominal_external_oblique_muscle,is_a,muscle
abdominal_hernia_repair,is_a,hernia_repair_procedure
abdominal_muscle,is_a,skeletal_muscle
abdominal_pregnancy,is_a,disease
abdominal_pregnancy,is_a,ectopic_pregnancy
abdominal_procedure,is_a,surgical_procedure
abdominal_surgeon,is_a,surgeon
abdominal_wall,is_a,anatomical_structure
abdominal_wall,is_a,wall
abdominal_wound_infection,is_a,controlled_vocabulary_types
abdominal_wound_infection,is_a,infection
abdominocentesis,is_a,centesis
abdominoplasty,is_a,plastic_surgery
abdominousness,is_a,fatness
abdon,is_a,person
abdopus,is_a,octopus
abducens_muscle,is_a,ocular_muscle
abducens_nerve,is_a,nerve
abducens_nerve,is_a,cranial_nerve
abducens_nerve,is_a,motor_nerve
abducent,is_a,cranial_nerve
abducting,is_a,hostile_seizure_of_beings
abducting,is_a,human_activity
abducting,is_a,taking_person_prisoner
abducting,is_a,unnatural_thing
abduction,is_a,capture
abduction,is_a,motion
abduction_agent,is_a,worker
abduction_test,is_a,kb_content_test
abduction_test,is_a,structurally_specific_work
abductive_inference,is_a,logical_argument
abductive_logic_programming,is_a,logic_programming
abductor,is_a,skeletal_muscle
abductor_digiti_minimi_muscle,is_a,skeletal_muscle
abductor_pollicis_brevis_muscle,is_a,muscle
abductor_pollicis_brevis_muscle,is_a,skeletal_muscle
abductor_pollicis_longus_muscle,is_a,muscle
abductor_pollicis_longus_muscle,is_a,skeletal_muscle
abdul,is_a,given_name
abdulaziz_al_moqrin,is_a,smart_and_brutal_tactician
abdullah,is_a,given_name
abe_lincoln,is_a,president_of_us
abecedarian,is_a,sect
abecedarian,is_a,novice
abecedarius,is_a,poem
abel,is_a,given_name
abel_tasman,is_a,person
abelia,is_a,plant
abelia,is_a,shrub
abelian_group,is_a,group
abelmoschus,is_a,plant
abelmoschus,is_a,dilleniid_dicot_genus
abelmosk,is_a,mallow
abelson_murine_leukemia_virus,is_a,gammaretrovirus
abelsonite,is_a,mineral
abenaki,is_a,ethnic_group
abenaki,is_a,algonquin
abeokuta,is_a,city
aberdeen,is_a,city
aberdeen_angus,is_a,beef
abernathyite,is_a,mineral
aberrance,is_a,abnormality
aberrant,is_a,anomaly
aberration,is_a,optical_phenomenon
aberration,is_a,mental_disorder
abetalipoproteinemia,is_a,disease
abetalipoproteinemia,is_a,genetic_disease
abetalipoproteinemia,is_a,hypobetalipoproteinemia
abetalipoproteinemia,is_a,lipidosis
abetment,is_a,encouragement
abettor,is_a,accessory
abeyance,is_a,inaction
abfarad,is_a,capacitance_unit
abgoosht,is_a,food
abhenry,is_a,inductance_unit
abhimanyu,is_a,person
abhorence,is_a,disgust
abhorence,is_a,dissatisfaction
abhorence,is_a,hatred
abhorrence,is_a,band
abhorrence,is_a,disgust
abhorrence,is_a,hate
abhorrer,is_a,hater
abhorrer,is_a,signer
abhurite,is_a,mineral
abidance,is_a,continuance
abidjan,is_a,city
abience,is_a,urge
abies,is_a,gymnosperm_genus
abies_alba,is_a,conifer
abies_amabilis,is_a,conifer
abies_balsamea,is_a,conifer
abies_concolor,is_a,conifer
abies_grandis,is_a,conifer
abies_lasiocarpa,is_a,conifer
abietic_acid,is_a,chemical_compound
abietic_acid,is_a,diterpene
abigail,is_a,musical_artist
abilene,is_a,in_texas
ability,is_a,disposition
ability,is_a,quality
ability,is_a,cognition
ability_to_ignore_bad_advice,is_a,learned_skill
abimelech,is_a,monarch
abio,is_a,organisation
abiogenesis,is_a,organic_phenomenon
abiogenist,is_a,believer
abioseston,is_a,seston
abiotrophy,is_a,degeneration
abishag,is_a,bastard
abiu,is_a,fruit_tree
abjurer,is_a,person
abkhasian,is_a,circassian
abkhaz,is_a,asian
abkhaz,is_a,human
abkhazia,is_a,country
abkhazian,is_a,circassian
abkhazians,is_a,ethnic_group
ablactation,is_a,bodily_process
ablating,is_a,complete_separation
ablating,is_a,removing
ablation,is_a,operation
ablation,is_a,erosion
ablative,is_a,oblique
ablative_absolute,is_a,constituent
ablaut,is_a,vowel
able,is_a,programming_language
able_bodied_seaman,is_a,sailor
able_minded_animal,is_a,intelligent_agent
able_minded_animal,is_a,sentient_animal
able_seaman,is_a,mariner
ableism,is_a,discrimination
ablepharia,is_a,birth_defect
ablution,is_a,ritual
ablution,is_a,wash
abnaki,is_a,algonquian
abnegation,is_a,renunciation
abnegation,is_a,selflessness
abnegation,is_a,denial
abnegator,is_a,donor
abnormal_aortic_conduit,is_a,illness
abnormal_cell,is_a,atypical_thing
abnormal_cell,is_a,cell
abnormal_chromosome,is_a,atypical_thing
abnormal_chromosome,is_a,chromosome
abnormal_condition,is_a,spatially_localized_situation
abnormal_eukaryotic_cell,is_a,atypical_thing
abnormal_eukaryotic_cell,is_a,eukaryotic_cell
abnormal_living_organism,is_a,atypical_thing
abnormal_living_organism,is_a,living_organism
abnormal_number_of_cusps,is_a,illness
abnormal_person,is_a,atypical_thing
abnormal_person,is_a,person
abnormal_protrusion,is_a,atypical_thing
abnormal_protrusion,is_a,protrusion
abnormal_protusion_biological,is_a,abnormal_protrusion
abnormal_protusion_biological,is_a,organic_matter
abnormal_psychology,is_a,psychology
abnormal_rhythm,is_a,controlled_vocabulary_types
abnormal_rhythm,is_a,illness
abnormal_sleep_pattern,is_a,illness
abnormality,is_a,social_quantity
abnormality,is_a,misbehavior
abnormality,is_a,unfamiliarity
abnormality,is_a,retardation
abnormality,is_a,physiological_state
abo_antibodies,is_a,antibody
abo_bat,is_a,bat
abo_blood_group_system,is_a,classification_system
abocclusion,is_a,disorder
abohm,is_a,resistance_unit
abolition,is_a,termination
abolitionism,is_a,doctrine
abolitionist,is_a,person
abolitionist,is_a,reformer
abomasum,is_a,stomach
abomey,is_a,city
abominable,is_a,film
abominable_snowman,is_a,biped
abominable_snowman,is_a,hairy_thing
abominable_snowman,is_a,mammal
abominable_snowman,is_a,mythical_being
abominable_snowman,is_a,sentient_animal
abominable_snowman,is_a,legendary_creature
abomination,is_a,transgression
abomination,is_a,person
abomination,is_a,comics_character
abominator,is_a,hater
aborigine,is_a,australoid
aborigine,is_a,indigenous_australian
aborigine,is_a,person
aborigines_reservation,is_a,native_reservation
aborigines_reservation,is_a,unnatural_thing
abort,is_a,termination
abort_baby,is_a,murder
aborted,is_a,band
aborted_non_cardiothoracic_procedure,is_a,generic_cardiac_procedure
aborticide,is_a,induced_abortion
abortifacient,is_a,medicine
abortifacient,is_a,drug
aborting,is_a,biological_destruction
aborting,is_a,intelligent_agent_activity
aborting,is_a,medical_treatment
aborting,is_a,pregnancy_ending_event
abortion,is_a,disease
abortion,is_a,issue
abortion,is_a,medical_procedure
abortion,is_a,operation
abortion,is_a,termination
abortion_pill,is_a,abortifacient
abortionist,is_a,doctor
abortus,is_a,fetus
about_face,is_a,change
about_face,is_a,reversion
about_one_fifth_of_atmosphere,is_a,oxygen_gas
above,is_a,section
above_all,is_a,album
above_ground_level,is_a,level_of_construction
above_law,is_a,band
above_statement,is_a,fact_about_ecosystem
aboveground_thing,is_a,localized_spatial_thing
abracadabra,is_a,gibberish
abrachia,is_a,abnormality
abrader,is_a,tool
abrading_event,is_a,ablating
abrading_event,is_a,rubbing
abrading_stone,is_a,abrader
abrading_teeth,is_a,abrading_event
abraham,is_a,religious
abraham,is_a,given_name
abraham_lincoln,is_a,american_president
abraham_lincoln,is_a,office_holder
abraham_lincoln,is_a,president_of_united_states
abraham_lincoln,is_a,building
abraham_suit,is_a,confidence_trick
abralia,is_a,enoploteuthidae
abramis,is_a,fish_genus
abrasion,is_a,injury
abrasion,is_a,erosion
abrasion,is_a,wound
abrasive,is_a,material
abrasive_thing,is_a,harshness
abrasiveness,is_a,disagreeableness
abridger,is_a,redact
abrin,is_a,biological_toxin
abrin,is_a,powder
abrocoma,is_a,mammal
abrocoma,is_a,mammal_genus
abrocome,is_a,rodent
abrocomes,is_a,person
abrogation,is_a,cancellation
abrogator,is_a,authority
abronia,is_a,caryophylloid_dicot_genus
abronia,is_a,reptile
abronia,is_a,plant
abrovitae,is_a,evergreen
abruka,is_a,village
abruptio_placentae,is_a,disorder
abruptness,is_a,discourtesy
abruptness,is_a,gradient
abruptness,is_a,haste
abrus_precatorius,is_a,plant
abrus_precatorius,is_a,leguminous_plant
abruzzo,is_a,administrative_region
abs,is_a,power_brake
abs_m10,is_a,air_cushion_vehicle
abscess,is_a,disease
abscess,is_a,illness
abscess,is_a,symptom
abscessed_tooth,is_a,abscess
abscisic_acid,is_a,chemical_compound
abscisic_acid,is_a,plant_hormone
abscissa,is_a,cartesian_coordinate
abscission,is_a,removal
abscission,is_a,shedding
absconder,is_a,fugitive
abscondment,is_a,desertion
abseil,is_a,descent
abseiler,is_a,descender
absence,is_a,nonattendance
absence,is_a,lack
absence,is_a,time_interval
absence_without_leave,is_a,desertion
absent_pulmonary_artery,is_a,congenital_heart_disease
absentee,is_a,traveler
absentee_ballot,is_a,ballot
absentee_rate,is_a,percentage
absenteeism,is_a,absence
absentmindedness,is_a,preoccupation
absinth,is_a,liqueur
absinthe,is_a,beverage
absinthe,is_a,bitterness
absinthe,is_a,green
absinthe,is_a,hard_liquor
absinthe,is_a,illegal_drug
absinthin,is_a,chemical_compound
absolut,is_a,vodka
absolut_vodka,is_a,beverage
absolute,is_a,abstraction
absolute_alcohol,is_a,ethyl_alcohol
absolute_ceiling,is_a,ceiling
absolute_distance,is_a,distance
absolute_distance,is_a,one_dimensional_quantity
absolute_goal_success,is_a,mental_situation
absolute_locational_predicate,is_a,binary_predicate
absolute_locational_predicate,is_a,locational_predicate
absolute_magnitude,is_a,magnitude
absolute_monarchy,is_a,government_related_entity
absolute_monarchy,is_a,monarchy
absolute_pathname,is_a,pathname
absolute_pin,is_a,pin
absolute_pitch,is_a,hearing
absolute_space,is_a,space
absolute_sports_event,is_a,measured_sports_event
absolute_superlative,is_a,superlative
absolute_temperature,is_a,temperature
absolute_threshold,is_a,minimum_stimulation
absolute_threshold,is_a,threshold
abottle,made_of,glass
adenozine,made_of,hydrogen
adenozine,made_of,oxygen
air,made_of,molecules
all_physical_things,made_of,combinations_of_elements
alloy,made_of,at_least_one_metal
american_penny,made_of,copper
ammonia,made_of,nitrogen_and_hydrogen
anchor,made_of,iron
animal,made_of,cells_molecules_and_atoms
animated_flesh_of_dead_person,made_of,cells
apple_juice,made_of,apples
armies,made_of,soldiers
article,made_of,information
asphalt,made_of,tar
atom,made_of,electrons
atom,made_of,neutrons
atom,made_of,nucleous_and_electrons
atom,made_of,nucleus
atom,made_of,protons
atom,made_of,subatomic_particles
atomic_bomb,made_of,plutonium
atomic_bomb,made_of,uranium
bacon,made_of,pig
balcony_railing,made_of,wood_or_metal
ball,made_of,plastic
balloon,made_of,rubber
banana_bread,made_of,bananas
banana_pudding,made_of,banana
banjo,made_of,wood
baryonic_matter,made_of,quarks_and_gluons
bath_tub,made_of,fiberglass_and_moulded_into_shape
bath_tub,made_of,iron_and_coated_with_porcelain
bed,made_of,straw
belt_buckle,made_of,metal
beverage_coffee,made_of,ground_coffee_beans_and_boiling_water
bicycle,made_of,metal
bicycle_frame,made_of,aluminium
bicycle_frame,made_of,carbon_fibre
bicycle_frame,made_of,steel
binder,made_of,plastic_and_metal
bins,made_of,glass
black_colour,made_of,mixture_of_all_colour
blood,made_of,haemoglobin
blood,made_of,haemogloin
blue_cheese,made_of,molded_cheese
board,made_of,wood
boat,made_of,fiber
body,made_of,cells
body,made_of,flesh_and_bones
bomb,made_of,explosives
bomb,made_of,shrapnel
boob,made_of,soft_tissue
book,made_of,paper
book,made_of,papers
books,made_of,papers
bottle,made_of,plastic
bottles,made_of,green_glass
bowl,made_of,aluminium
bowl,made_of,ceramic
bowl,made_of,glass
bowl,made_of,steel
brain,made_of,neurons
bread,made_of,dough
bread,made_of,wheat
brick,made_of,clay
bridges,made_of,wood
bubbles,made_of,soap
bullet,made_of,copper
butter,made_of,milk
button,made_of,plastic
cake,made_of,egg
cake,made_of,egs
cake,made_of,flour
cake,made_of,ingredients
can,made_of,aluminium
can,made_of,aluminum
cans,made_of,tin
capacitor,made_of,separate_plates
car,made_of,metal
cars,made_of,aluminium
cars,made_of,many_things
cars,made_of,metal
cars,made_of,parts
cat,made_of,fur
category,made_of,objects_and_morphisms_between_objects
cell,made_of,cytoplasm
ceramic,made_of,clay
chair,made_of,wood
chairs,made_of,plastic
cheese,made_of,fermented_milk_and_bacteria
cheese,made_of,milk
cheese_pizza,made_of,tomato_sauce_kneaded_dough_and_cheese
child,made_of,flesh_and_blood
choir,made_of,singers
choker,made_of,precious_jewels
choker,made_of,strings_of_pearls
chopsticks,made_of,bamboo
church,made_of,members
clarenet,made_of,wood_and_plastic
closets,made_of,wood
cloth,made_of,fibers
clothes,made_of,silk
club,made_of,people
coal,made_of,carbon
coat,made_of,wool
coat_hangers,made_of,wood_or_metal_or_plastic
cola,made_of,carbonated_water
comb,made_of,plastic
combs,made_of,plastic_and_rubber
community,made_of,political_ideology
computer,made_of,hardware
computer,made_of,microchips
computer,made_of,silicon
computer_chip,made_of,silicon
computer_mice,made_of,plastic
computer_monitor,made_of,glass
computer_monitor,made_of,plastic
computer_program,made_of,source_code
congregation,made_of,people
container,made_of,metal
continent,made_of,countries
continents,made_of,countries
cotton_candy,made_of,sugar
crowd,made_of,people
crt,made_of,glass
cult,made_of,people
cup_cakes,made_of,ingredients
cupboards,made_of,wood
dairy_product,made_of,milk
dam,made_of,concert
data,made_of,bits
dental_enamel,made_of,hydroxyapatite
dental_floss,made_of,synthetic_fibre
desks,made_of,wood
diamond,made_of,carbon
digital_data,made_of,bits
disposable_forks,made_of,plastic
dna,made_of,adenozine
dog,made_of,flesh_and_bones
dog,made_of,hair
donut,made_of,deep_fried_dough_and_sugar
doormats,made_of,atoms
dragon,made_of,scales
drums,made_of,wood
duvet,made_of,cotton
dynamite,made_of,diatomaceous_earth
dynamite,made_of,nitroglycerin
ear_plug,made_of,foam_plastic
earring,made_of,silver_and_sometimes_gold
earth,made_of,layers_of_rock
earth,made_of,mostly_water
egalitarian_society,made_of,people
egg_shell,made_of,calcium
electricity,made_of,electrons
electricity,made_of,flow_of_electrons
emacs,made_of,emacs_lisp
envelope,made_of,paper
eucharist,made_of,body_and_blood_of_jesus
everything,made_of,matter
everything,made_of,molecules
eyeglass_frames,made_of,tortoise_shell
fabric,made_of,fibers
fabric,made_of,thread
fabric,made_of,wool
faeces,made_of,undigested_food_water_and_bacteria
fail,made_of,epic_fail
fake_teeth,made_of,elephant_tendons
family,made_of,relatives
firestick,made_of,wood
fist,made_of,hand
floor,made_of,concrete
floor,made_of,wood
food,made_of,carbon
fork,made_of,metal
four_letter_word,made_of,letters
furniture,made_of,wood
game,made_of,rules
gelitan,made_of,animal_tendons
gesture,made_of,movement
glass,made_of,molten_sand
glass,made_of,sand
glass,made_of,silica
glasses,made_of,glass
glasses_lenses,made_of,transparent_glass_or_plastic
gnocchi,made_of,potato
gnocchi,made_of,potato_flour
goblet,made_of,glass
