id,prompt,ambiguous_term,expected_sense,difficulty_type,notes,continuation,selected_sense,confidence,decision,reasons,memory_hits,trusted_decision,trusted_continuation,candidate_continuation,candidate_full_text,candidate_status,candidate_risk,candidate_source,candidate_review_action,candidate_reason,candidate_selected_sense,candidate_validation_status,candidate_trace,candidate_learning_payload
v1-092,The rock was not a song as it scraped his boot and,rock,stone,negation,Negated song cue should not override physical contact,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=rock | negated_cue=song -> music | anti_cue=not a song -> stone,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,stone,not_run,proposal_action=keep_audit,{}
v1-093,The bank was not about credit when the canoe scraped it and,bank,river_edge,negation,Negated credit cue should not override canoe context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=bank | negated_cue=credit -> financial_institution | anti_cue=not about credit -> river_edge,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,river_edge,not_run,proposal_action=keep_audit,{}
v1-094,The bat was not flying when the player set it beside home plate and,bat,sports_equipment,negation,Negated flying cue should not block equipment,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=guard_failure | audit_reason=only_negated_evidence,term=bat | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=plate -> sports_equipment | positive_cue=plate -> sports_equipment | negated_cue=flying -> animal | anti_cue=not flying -> animal | anti_cue=not flying -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,sports_equipment,not_run,proposal_action=keep_audit,{}
v1-095,The seal was not on a document when it dove for fish and,seal,animal,negation,Negated document cue should not block animal behavior,The seal was not on a document when it dove for fish and it surfaced for air,animal,0.5000,continue,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=seal | cue=fish -> animal | positive_cue=fish -> animal | negated_cue=document -> closure_stamp | realization_type=clause_after_and | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it surfaced for air | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal,continue,The seal was not on a document when it dove for fish and it surfaced for air,it surfaced for air,The seal was not on a document when it dove for fish and it surfaced for air,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,animal,trusted,candidate_status=trusted,{}
v1-096,The river mural covered the bank lobby as the teller,bank,financial_institution,misleading_surface_cue,River surface cue points wrong while lobby and teller favor finance,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=teller -> financial_institution | positive_cue=teller -> financial_institution | cue=lobby -> financial_institution | positive_cue=lobby -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected,audit,,checked the paperwork,The river mural covered the bank lobby as the teller checked the paperwork,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,financial_institution,passed,candidate_count=1 | connector_match=clause_after_as | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""checked the paperwork"", ""conflicting_cues"": [""river""], ""needed_memory"": [""guard_rule:term=bank: prefer financial_institution only when lobby cues dominate river cues""], ""prompt_cues"": [""lobby"", ""mural"", ""river""], ""proposed_positive_cues"": [""lobby""], ""semantic_frame"": ""transaction"", ""target_sense"": ""financial_institution"", ""term"": ""bank""}"
v1-097,A cash wrapper floated to the bank where reeds,bank,river_edge,misleading_surface_cue,Cash cue points finance while natural setting favors river edge,,,0.5000,audit,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bank | cue=cash -> financial_institution | positive_cue=cash -> financial_institution | cue=reeds -> river_edge | positive_cue=reeds -> river_edge | guard_failure=cash_or_card_alone_insufficient -> financial_institution,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",river_edge,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=unfinished_where_bare_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""cash""], ""needed_memory"": [""guard_rule:term=bank: prefer river_edge only when reeds cues dominate cash cues""], ""prompt_cues"": [""cash"", ""reeds""], ""proposed_positive_cues"": [""reeds""], ""semantic_frame"": ""river_edge_activity"", ""target_sense"": ""river_edge"", ""term"": ""bank""}"
v1-098,The cave logo was painted on the bat before the player,bat,sports_equipment,misleading_surface_cue,Cave surface cue points animal while player favors equipment,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bat | cue=cave -> animal | positive_cue=cave -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=depicted_animal_cue_insufficient -> animal | guard_failure=player_alone_insufficient -> sports_equipment,audit,,took his stance,The cave logo was painted on the bat before the player took his stance,untrusted,low,audit_fix_proposal,accept_as_training_example,explicit untrusted candidate generated for supervised review,sports_equipment,passed,candidate_count=2 | connector_match=clause_after_before_subject | overlap=0 | selected_best_candidate | surface_repair=applied | subject_action_validator=passed | connector_rewriter=applied | surface_repair_rule=connector_comma | candidate_validation_failure=candidate_pattern=unfinished_before_subject | connector_match=clause_after_before_subject | overlap=0 | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""took his stance"", ""conflicting_cues"": [], ""needed_memory"": [], ""prompt_cues"": [""player""], ""proposed_positive_cues"": [""player""], ""semantic_frame"": ""sports_action"", ""target_sense"": ""sports_equipment"", ""term"": ""bat""}"
v1-099,The injured player pointed at the bat above the rafters as it,bat,animal,misleading_surface_cue,Player cue points equipment while rafters and motion favor animal,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bat | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",animal,not_run,candidate_count=1 | connector_match=clause_after_as | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=repeated_pronoun_subject | candidate_validation_failure=candidate_pattern=as_subject_repeated_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""player""], ""needed_memory"": [""guard_rule:term=bat: prefer animal only when rafters cues dominate player cues""], ""prompt_cues"": [""player"", ""rafters""], ""proposed_positive_cues"": [""rafters""], ""semantic_frame"": ""animal_behavior"", ""target_sense"": ""animal"", ""term"": ""bat""}"
v1-100,The ocean blue seal on the envelope began to,seal,closure_stamp,misleading_surface_cue,Ocean surface cue points animal while envelope favors closure,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=ocean -> animal | positive_cue=ocean -> animal | cue=envelope -> closure_stamp | positive_cue=envelope -> closure_stamp | conflict_detected,audit,,mark the document,The ocean blue seal on the envelope began to mark the document,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,closure_stamp,passed,candidate_count=2 | connector_match=infinitive_after_to | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""mark the document"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=seal: prefer closure_stamp only when envelope cues dominate conflicting cues""], ""prompt_cues"": [""envelope""], ""proposed_positive_cues"": [""envelope""], ""semantic_frame"": ""document_closure"", ""target_sense"": ""closure_stamp"", ""term"": ""seal""}"
v1-101,The package label showed a seal swimming as the animal,seal,animal,misleading_surface_cue,Package cue points closure while swimming and animal favor mammal,,,0.4000,audit,top_sense=animal | top_score=2 | second_score=2 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=animal -> animal | positive_cue=animal -> animal | cue=swimming -> animal | positive_cue=swimming -> animal | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | cue=label -> closure_stamp | positive_cue=label -> closure_stamp | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",animal,not_run,candidate_count=1 | connector_match=clause_after_as | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=as_subject_repeated_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""label""], ""needed_memory"": [""guard_rule:term=seal: prefer animal only when animal cues dominate label cues""], ""prompt_cues"": [""label"", ""animal"", ""showed""], ""proposed_positive_cues"": [""animal""], ""semantic_frame"": ""animal_behavior"", ""target_sense"": ""animal"", ""term"": ""seal""}"
v1-102,The marsh exhibit used a crane to lift scenery while the operator,crane,machine,misleading_surface_cue,Marsh cue points bird while operator and lift favor machine,,,0.5000,audit,top_sense=machine | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=marsh -> bird | positive_cue=marsh -> bird | cue=operator -> machine | positive_cue=operator -> machine | cue=lift -> machine | positive_cue=lift -> machine | conflict_detected,audit,,checked the cables,The marsh exhibit used a crane to lift scenery while the operator checked the cables,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,machine,passed,candidate_count=1 | connector_match=clause_after_while_subject | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""checked the cables"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=crane: prefer machine only when operator cues dominate conflicting cues""], ""prompt_cues"": [""operator""], ""proposed_positive_cues"": [""operator""], ""semantic_frame"": ""construction_action"", ""target_sense"": ""machine"", ""term"": ""crane""}"
v1-103,The steel sculpture looked like a crane until the bird,crane,bird,misleading_surface_cue,Steel cue points machine while explicit bird resolves animal,,,0.5000,audit,top_sense=bird | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=steel -> machine | positive_cue=steel -> machine | guard_failure=depicted_machine_cue_insufficient -> machine,audit,,spread its wings,The steel sculpture looked like a crane until the bird spread its wings,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,bird,passed,candidate_count=2 | connector_match=clause_after_until_subject | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""spread its wings"", ""conflicting_cues"": [""steel""], ""needed_memory"": [""guard_rule:term=crane: prefer bird only when bird cues dominate steel cues""], ""prompt_cues"": [""bird"", ""like"", ""steel""], ""proposed_positive_cues"": [""bird""], ""semantic_frame"": ""bird_behavior"", ""target_sense"": ""bird"", ""term"": ""crane""}"
v1-104,The flowers painted on the spring inside the device,spring,coil,misleading_surface_cue,Flowers cue points season while device favors coil,,,0.3333,audit,top_sense=coil | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=flowers -> season | positive_cue=flowers -> season | cue=device -> coil | positive_cue=device -> coil | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",coil,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=device_and_snapped | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=spring: prefer coil only when device cues dominate conflicting cues""], ""prompt_cues"": [""device""], ""proposed_positive_cues"": [""device""], ""semantic_frame"": ""mechanical_motion"", ""target_sense"": ""coil"", ""term"": ""spring""}"
v1-105,The metal sign announced spring as rain,spring,season,misleading_surface_cue,Metal cue points coil while rain favors season,,,0.5000,audit,top_sense=season | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=spring | cue=rain -> season | positive_cue=rain -> season | cue=metal -> coil | positive_cue=metal -> coil | guard_failure=depicted_coil_cue_insufficient -> coil,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",season,not_run,candidate_count=1 | connector_match=clause_after_as | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=as_subject_repeated_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""metal""], ""needed_memory"": [""guard_rule:term=spring: prefer season only when rain cues dominate metal cues""], ""prompt_cues"": [""rain"", ""sign"", ""metal""], ""proposed_positive_cues"": [""rain""], ""semantic_frame"": ""seasonal_change"", ""target_sense"": ""season"", ""term"": ""spring""}"
v1-106,The mountain venue shook when the rock band,rock,music,misleading_surface_cue,Mountain cue points stone while band favors music,,,0.5000,audit,top_sense=music | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=mountain -> stone | positive_cue=mountain -> stone | cue=band -> music | positive_cue=band -> music | cue=venue -> music | positive_cue=venue -> music | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",music,not_run,candidate_count=1 | connector_match=clause_after_when_subject | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=when_subject_repeated_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=rock: prefer music only when band cues dominate conflicting cues""], ""prompt_cues"": [""band""], ""proposed_positive_cues"": [""band""], ""semantic_frame"": ""music_performance"", ""target_sense"": ""music"", ""term"": ""rock""}"
v1-107,After the concert the rock on the ground,rock,stone,misleading_surface_cue,Concert cue points music while ground favors stone,,,0.3333,audit,top_sense=music | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=ground -> stone | positive_cue=ground -> stone | cue=concert -> music | positive_cue=concert -> music | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",stone,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=ground_and_lay | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""concert""], ""needed_memory"": [""guard_rule:term=rock: prefer stone only when supporting cues dominate concert cues""], ""prompt_cues"": [""concert""], ""proposed_positive_cues"": [], ""semantic_frame"": ""stone_motion"", ""target_sense"": ""stone"", ""term"": ""rock""}"
v1-108,The fish emblem sat under the seal on the document,seal,closure_stamp,misleading_surface_cue,Fish cue points animal while document favors closure,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=document -> closure_stamp | positive_cue=document -> closure_stamp | conflict_detected,audit,,and the wax hardened,The fish emblem sat under the seal on the document and the wax hardened,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,closure_stamp,passed,candidate_count=2 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and the wax hardened"", ""conflicting_cues"": [""fish""], ""needed_memory"": [""guard_rule:term=seal: prefer closure_stamp only when document cues dominate fish cues""], ""prompt_cues"": [""document"", ""fish""], ""proposed_positive_cues"": [""document""], ""semantic_frame"": ""document_closure"", ""target_sense"": ""closure_stamp"", ""term"": ""seal""}"
v1-109,A credit card lay on the bank beside the stream,bank,river_edge,misleading_surface_cue,Credit card cue points finance while stream favors river edge,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=card -> financial_institution | positive_cue=card -> financial_institution | cue=credit -> financial_institution | positive_cue=credit -> financial_institution | cue=stream -> river_edge | positive_cue=stream -> river_edge | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",river_edge,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=stream_and_watched | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=bank: prefer river_edge only when stream cues dominate conflicting cues""], ""prompt_cues"": [""stream""], ""proposed_positive_cues"": [""stream""], ""semantic_frame"": ""river_edge_activity"", ""target_sense"": ""river_edge"", ""term"": ""bank""}"
v1-110,The wing shaped crane at the site lifted,crane,machine,misleading_surface_cue,Wing surface cue points bird while site and lifted favor machine,The wing shaped crane at the site lifted and carried the load,machine,0.6667,continue,top_sense=machine | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=crane | cue=lifted -> machine | positive_cue=lifted -> machine | cue=site -> machine | positive_cue=site -> machine | realization_type=neutral_extension | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=and carried the load | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine,continue,The wing shaped crane at the site lifted and carried the load,and carried the load,The wing shaped crane at the site lifted and carried the load,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,machine,trusted,candidate_status=trusted,{}
v1-111,He went to the bank and,bank,,no_clear_answer,Known term appears without enough context for either sense,,,0.0000,audit,all_sense_scores_zero,term=bank,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-112,She noticed the bat and,bat,,no_clear_answer,Known term appears with no reliable animal or equipment evidence,,,0.0000,audit,all_sense_scores_zero,term=bat,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-113,They checked the seal before,seal,,no_clear_answer,Known term appears but action fits multiple senses,,,0.0000,audit,all_sense_scores_zero,term=seal,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-114,The crane stood nearby while,crane,,no_clear_answer,Known term appears with no decisive bird or machine evidence,,,0.0000,audit,all_sense_scores_zero,term=crane,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-115,The spring returned and,spring,,no_clear_answer,Known term appears with no decisive season or coil evidence,,,0.0000,audit,all_sense_scores_zero,term=spring,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-116,The teacher opened the notebook and,,,no_known_term,No supported ambiguous term appears,,,0.0000,audit,no_ambiguous_term,,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-117,The chef placed the bowl near the window and,,,no_known_term,Prompt avoids all supported ambiguous terms,,,0.0000,audit,no_ambiguous_term,,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-118,The driver waited at the corner before,,,no_known_term,Prompt has no known benchmark term,,,0.0000,audit,no_ambiguous_term,,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-119,The painter mixed a pale color and,,,no_known_term,Prompt contains no supported ambiguous term,,,0.0000,audit,no_ambiguous_term,,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
v1-120,The child folded the paper carefully and,,,no_known_term,Prompt has no known ambiguous term and should audit,,,0.0000,audit,no_ambiguous_term,,audit,,,,unavailable,none,none,needs_memory,missing term or target sense,,not_run,,{}
